
-10, 700, 0
-8, 692, 0
-8, 684, 0
-8, 676, 0
-8, 668, 0
-8, 660, 0
-8, 652, 0
-8, 644, 0
-8, 636, 0
-8, 628, 0
-8, 620, 0
-8, 612, 0
-8, 604, 0
-8, 596, 0
-8, 588, 0
-8, 580, 0
-8, 572, 0
-8, 564, 0
-8, 556, 0
-8, 548, 0
-8, 540, 0
-8, 532, 0
-8, 524, 0
-8, 516, 0
-8, 508, 0
-8, 500, 0
-8, 492, 0
-8, 484, 0
-8, 476, 1
-8, 468, 1
-8, 460, 1
-8, 452, 1
-8, 444, 1
-8, 436, 1
-8, 428, 1
-8, 420, 1
-8, 412, 1
-8, 404, 1
-8, 396, 1
-8, 388, 1
-8, 380, 1
-8, 372, 1
-8, 364, 1
-8, 356, 1
-8, 348, 1
-8, 340, 1
-8, 332, 1
-8, 324, 1
-8, 316, 1
-8, 308, 1
-8, 300, 1
-8, 292, 1
-8, 284, 1
-8, 276, 1
-8, 268, 1
-8, 260, 1
-8, 252, 1
-8, 244, 1
-8, 236, 0
-8, 228, 0
-8, 220, 0
-8, 212, 1
-8, 204, 1
-8, 196, 1
-8, 188, 1
-8, 180, 1
-8, 172, 1
-8, 164, 1
-8, 156, 1
-8, 148, 1
-8, 140, 1
-8, 132, 1
-8, 124, 1
-8, 116, 1
-8, 108, 1
-8, 100, 1
-8, 92, 1
-8, 84, 1
-8, 76, 1
-8, 68, 1
-8, 60, 1
-8, 52, 1
-8, 44, 1
-8, 36, 1
-8, 28, 1
-8, 20, 1
-8, 12, 1
-8, 4, 1
-8, 4, 1
-8, 12, 1
-8, 20, 1
-8, 28, 0
-8, 36, 0
-8, 44, 0
-8, 700, 0
-7, 693, 0
-7, 686, 0
-7, 679, 0
-7, 672, 0
-7, 665, 0
-7, 658, 0
-7, 651, 0
-7, 644, 0
-7, 637, 0
-7, 630, 0
-7, 623, 0
-7, 616, 0
-7, 609, 0
-7, 602, 0
-7, 595, 0
-7, 588, 0
-7, 581, 0
-7, 574, 0
-7, 567, 0
-7, 560, 0
-7, 553, 0
-7, 546, 0
-7, 539, 0
-7, 532, 0
-7, 525, 0
-7, 518, 0
-7, 511, 0
-7, 504, 0
-7, 497, 0
-7, 490, 0
-7, 483, 0
-7, 476, 0
-7, 469, 0
-7, 462, 0
-7, 455, 0
-7, 448, 0
-7, 441, 0
-7, 434, 0
-7, 427, 1
-7, 420, 1
-7, 413, 1
-7, 406, 1
-7, 399, 1
-7, 392, 1
-7, 385, 1
-7, 378, 1
-7, 371, 1
-7, 364, 1
-7, 357, 1
-7, 350, 1
-7, 343, 1
-7, 336, 1
-7, 329, 1
-7, 322, 1
-7, 315, 1
-7, 308, 1
-7, 301, 1
-7, 294, 1
-7, 287, 1
-7, 280, 1
-7, 273, 1
-7, 266, 1
-7, 259, 1
-7, 252, 1
-7, 245, 1
-7, 238, 1
-7, 231, 1
-7, 224, 1
-7, 217, 0
-7, 210, 0
-7, 203, 0
-7, 196, 0
-7, 189, 0
-7, 182, 0
-7, 175, 0
-7, 168, 0
-7, 161, 0
-7, 154, 0
-7, 147, 0
-7, 140, 0
-7, 133, 0
-7, 126, 0
-7, 119, 0
-7, 112, 0
-7, 105, 0
-7, 98, 0
-7, 91, 0
-7, 84, 0
-7, 77, 0
-7, 70, 0
-7, 63, 0
-7, 56, 0
-7, 49, 0
-7, 42, 0
-7, 35, 0
